[1430, 1442, 100, 81,  24,  3,  4, 100, 100, 100, 170, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//12. 뢰설화시전(강격이미지사용).
// 690, 701, 100, 81,  24,  3,  4, 150, 100,  50, 150, 100,  50, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0	//12. 뢰설화.	
// 1970, 1978,  80, 81,  10,  3,  4, 100, 100, 100, 170, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0	//13. 뢰인장.
[ 260,  269,  80, 157,  10,  3,  4, 100, 100, 100, 170, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//13. 뢰인장.
[ 740,  750, 100, 81,  17,  3,  4, 100, 100, 100, 120, 100, 120, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//14. 백골소환술.
// 770,  780, 100, 81,  33,  3,  4, 100, 100, 100, 170, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0	//15. 빙설풍.
[ 690,   700, 100,157,  33,  3,  4, 100, 100, 100, 170, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//15. 빙설풍.
// 870,  890, 100, 81,  28,  3,  4, 100, 100, 100, 100, 100, 170, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//16. 탐기파연.
// 910,  920, 100, 81,  22,  3,  4, 100, 100, 100, 100, 140, 180, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0//	//17. 지염술.
[ 590,  599, 100,157,  22,  3,  4, 100, 100, 100, 100, 140, 180, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//17. 지염술.
[ 940,  950, 100, 81,  23,  3,  4, 100, 100, 100, 100, 140, 180, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//18. 폭열파.
//  650,  657, 100,157,  23,  3,  4, 100, 100, 100, 100, 140, 180, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//18. 폭열파.
[1560, 1569, 100, 81,   5,  3,  4, 100, 100, 100, 100, 140, 180, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//19. 금강화염장.
// 320,  326, 100, 81,  12,  3,  4, 100, 100, 100, 100, 100, 170,  50, 100, 255, 1,   1,   0, 0, 0, 0, 0, 0	//20. 어검술.
[   0,    6, 100, 157,  12,  3,  4, 100, 100, 100, 100, 100, 170, 255, 255, 255, 1,   1,   0, 0, 0, 0, 0, 0]	//20. 어검술.
[1350, 1356, 100,  81,   7,  3,  4, 100, 100, 100, 100, 100, 170,  50, 100, 255, 1,   1,   0, 0, 0, 0, 0, 0]	//21. 예도검법.
//1470, 1476, 100, 81,  26,  3,  4, 100, 100, 100, 100, 140, 180, 255, 255, 255, 1,   1,   0, 0, 0, 0, 0, 0	//22. 염화결.
[ 970,  976, 100, 157,  26,  3,  4, 100, 100, 100, 100, 140, 180, 255, 255, 255, 1,   1,   0, 0, 0, 0, 0, 0]	//22. 염화결.
[1430, 1442, 100, 81,  11,  3,  4, 100, 100, 100, 170, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//23. 강격.
// 810,  820, 100, 81,  18,  3,  4, 150, 150, 150, 200, 150, 180, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0	//24. 은신.
[1300, 1310, 100,149,  18,  3,  4, 150, 150, 150, 200, 150, 180, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//24. 은신.
[2080, 2086, 100, 81,  14,  3,  4, 150, 100,  50, 200, 150, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//25. 항마진법.
[2080, 2086, 100, 81,  15,  3,  4, 150, 180, 200, 180, 200, 220, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//26. 대지원호.
[2080, 2086, 100, 81,  13,  3,  4, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//27. 폭살계.
[2080, 2086, 100, 81,  19,  3,  4, 150, 150, 150, 200, 150, 180, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//28. 대은신.
[2180, 2190, 100, 81,  35,  3,  4, 150, 150, 150, 200, 150, 180,  50, 100, 255, 1,   1,   0, 0, 0, 0, 0, 0]	//29. 맹룡승천세.
// 1780, 1790, 100,137,  34,  3,  4, 150, 150, 150, 200, 150, 180, 140, 140, 140, 1,   1,   0, 0, 0, 0, 0, 0	//30. 랜덤스윙(연월참).
[  100,  110, 100,157,  34,  3,  4, 150, 150, 150, 200, 150, 180, 255, 255, 255, 1,   1,   0, 0, 0, 0, 0, 0]	//30. 랜덤스윙(연월참).
//2080, 2086, 100, 81,  30,  3,  4, 150, 150, 150, 200, 150, 180, 255, 255, 255, 0, 255,   0, 0, 0, 0, 0, 0	//31. 신수소환.
[1260, 1266, 100,149,  30,  3,  4, 150, 150, 150, 200, 150, 180, 255, 255, 255, 2, 255,   0, 0, 0, 0, 0, 0]	//31. 신수소환.
[1680, 1686, 100,129, 530,  3,  4, 150, 150, 150, 200, 150, 180, 255, 255, 255, 0, 255,   0, 0, 0, 0, 0, 0]	//32. 누마왕 검기.
// 830,  849, 100, 81,  31,  3,  4, 100, 100, 100, 170, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//33. 주술의막.
[ 540,  550, 100,157,  31,  3,  4, 100, 100, 100, 170, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//33. 주술의막.
[1800, 1810, 100,129, 532,  3,  4, 150, 100,  50, 200, 150, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//34. 신기선보스공격.
[2620, 2626, 100, 81,  39,  3,  4, 100, 100, 100, 170, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//35. 빙월장.
[2880, 2886, 100, 81,  40,  3,  4, 100, 100, 100, 170, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//36. 빙월진천장.
[2990, 2996, 100, 81,  41,  3,  4, 100, 100, 100, 170, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//37. 비격장.
[3250, 3256, 100, 81,  37,  3,  4,  50, 120, 50,  100, 150, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//38. 월영옥.
//3360, 3366, 100, 81,  38,  3,  4, 100, 100, 100, 100, 170, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0 //39. 월영파. 
[ 840,  847, 100, 157,  38,  3,  4, 100, 100, 100, 100, 170, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//39. 월영파. 
// 신무공.
[   0,   10, 150,137,  53,  3,  4, 100,  70,  70, 200, 100, 100, 255, 255, 255,0,  255,   0, 0, 0, 0, 0, 0] //41. 빙사장.
[2080, 2086, 100, 81,  94,  3,  4,  70, 140, 140, 100, 220, 220, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//42. 공격력업.
[ 170,  174, 100,137,  78,  3,  4, 150, 180, 200, 180, 200, 220, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//43. 둔갑술.
[2080, 2086, 100, 81,  90,  3,  4, 100, 130, 160, 150, 180, 220, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//44. 강마진법(화).
[2080, 2086, 100, 81,  91,  3,  4, 200, 150, 100, 250, 200, 150, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//45. 강마진법(빙).
[2080, 2086, 100, 81,  92,  3,  4, 200, 100, 100, 255, 150, 150, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//46. 강마진법(뢰).
[2080, 2086, 100, 81,  93,  3,  4, 140,  70, 140, 200, 100, 200, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//47. 강마진법(풍).
// 310,  320, 100,137,  77,  3,  4, 150, 150,  20, 225, 225,  70, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0	//48. 소생술.
[1110, 1120, 100,157,  77,  3,  4, 150, 150,  20, 225, 225,  70, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//48. 소생술.
[ 350,  357, 100,137,  67,  3,  4, 100, 100, 100, 170, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//49. 장풍.
[2080, 2086, 100, 81,  85,  3,  4, 100, 130, 160, 150, 180, 220, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//50. 항마진법(화).
[2080, 2086, 100, 81,  86,  3,  4, 200, 150, 100, 250, 200, 150, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//51. 항마진법(빙).
[2080, 2086, 100, 81,  87,  3,  4, 200, 100, 100, 255, 150, 150, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//52. 항마진법(뢰).
[2080, 2086, 100, 81,  88,  3,  4,  30, 160, 150,  70, 255, 220, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//53. 항마진법(풍).
// 반야도 몬스터.
[   0,    6, 100,138, 546,  3,  4, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//54. 광명우사(공격)6프레임.
[  90,  100, 100,138, 547,  3,  4, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//55. 광명우사(죽기)10프레임.
[ 110,  116, 100,138, 548,  3,  4, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//56. 광명좌사(공격)6프레임.
[ 200,  210, 100,138, 549,  3,  4, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//57. 광명좌사(죽기)10프레임.
[ 220,  225, 100,138, 550,  3,  4, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//58. 광명좌사(마법공격)6프레임.
[ 490,  500, 100,138, 553,  3,  4, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//59. 외팔이좀비(죽기)10프레임.
[ 510,  516, 100,138, 554,  3,  4, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//60. 우면본왕(검기공격)6프레임.
[ 630,  638, 100,138, 556,  3,  4, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//61. 창해골 칼해골 활해골(죽기)8프레임.
[ 650,  660, 100,138, 557,  3,  4, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//62. 해골장수(죽기)10프레임.
[ 740,  746, 100,138, 558,  3,  4, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//63. 해골진왕(마법-파이어볼)10프레임.<------안쓰인다. 잘못대입된정보.
[ 910,  914, 100,138, 559,  0,  0, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//64. 해골진왕.
[ 990,  996, 100,138, 560,  0,  0, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//65. 해골진왕.
[1070, 1076, 100,138, 561,  0,  0, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//66. 해골진왕.
[1150, 1152, 100,138, 562,  0,  0, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//67. 해골진왕.
[1630, 1650, 100,138, 563,  0,  0, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//68. 해골진왕.
[1310, 1316, 100,138, 564,  0,  0, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//69. 해골진왕.
[1390, 1396, 100,138, 565,  0,  0, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//70. 해골진왕.
[1470, 1476, 100,138, 566,  0,  0, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//71. 해골진왕.
// 신무공 2차.
[2080, 2086, 100, 81,  95,  3,  4, 100, 130, 160, 150, 180, 220, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//72. 맹호강세(화)
[2080, 2086, 100, 81,  96,  3,  4, 200, 150, 100, 250, 200, 150, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//73. 맹호강세(빙)
[2080, 2086, 100, 81,  97,  3,  4, 200, 100, 100, 255, 150, 150, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//74. 맹호강세(뢰)
[2080, 2086, 100, 81,  98,  3,  4,  30, 160, 150,  70, 255, 220, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//75. 맹호강세(풍)
[2080, 2086, 100, 81,  99,  3,  4, 100, 100, 100, 180, 180, 180, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//76. 맹호강세(빙)
[2080, 2086, 100, 81, 100,  3,  4, 160,  80, 145, 220, 110, 180, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//77. 맹호강세(뢰)
[2080, 2086, 100, 81, 101,  3,  4,  80, 150, 140, 130, 220, 200, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//78. 맹호강세(풍)
[ 760,  770, 100,137,  48,  3,  4, 100, 100, 100, 200, 200, 200, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//79. 대지소환술.
[1030, 1040, 100,137,  72,  3,  4, 155, 212, 202, 170, 230, 215, 255, 255, 255, 2,   2,   0, 0, 0, 0, 0, 0]	//82. 용선풍.
[ 940,  950, 100, 91,  47,  3,  4, 100, 100, 100, 100, 140, 180, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//83. 폭열파 업버젼.
[ 980,  988, 100,137,  46,  3,  4, 150, 100,  50, 150, 100,  50, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//84. 뢰설화 업버젼.
// 지역아공행법
[2360, 2370,  50, 81, 104,  3,  4, 100, 100, 100, 170, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//85. 지역아공행법.
// 진백골소환술
[ 740,  750, 100, 81, 105,  3,  4, 100, 100, 100, 120, 100, 120, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//86. 진백골소환술.
// 속성검기1(8색)
[1090, 1096, 100,137, 408,  3,  4, 100, 100, 100, 100, 100, 170, 240, 180, 100, 2,   1,   0, 0, 0, 0, 0, 0]	//87. 검기1(화).
[1090, 1096, 100,137, 409,  3,  4, 100, 100, 100, 100, 100, 170, 100, 140, 190, 2,   1,   0, 0, 0, 0, 0, 0]	//88. 검기1(빙).
[1090, 1096, 100,137, 410,  3,  4, 100, 100, 100, 100, 100, 170, 100, 180, 220, 2,   1,   0, 0, 0, 0, 0, 0]	//89. 검기1(뢰).
[1090, 1096, 100,137, 411,  3,  4, 100, 100, 100, 100, 100, 170, 140, 200, 150, 2,   1,   0, 0, 0, 0, 0, 0]	//90. 검기1(풍).
[1090, 1096, 100,137, 412,  3,  4, 100, 100, 100, 100, 100, 170, 200, 200, 200, 2,   1,   0, 0, 0, 0, 0, 0]	//91. 검기1(신성).
[1090, 1096, 100,137, 413,  3,  4, 100, 100, 100, 100, 100, 170, 160, 100, 180, 2,   1,   0, 0, 0, 0, 0, 0]	//92. 검기1(암흑).
[1090, 1096, 100,137, 414,  3,  4, 100, 100, 100, 100, 100, 170, 200, 220, 130, 2,   1,   0, 0, 0, 0, 0, 0]	//93. 검기1(환영).
[1090, 1096, 100,137, 415,  3,  4, 100, 100, 100, 100, 100, 170, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//94. 검기1(무).
// 집중화염장.
[1820, 1828, 100, 81, 150,  3,  4, 100, 100, 100, 100, 140, 180, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//95.집중화염장.
// 왕급, 벼룩등 몬스터.(11월25일)
[1800, 1806, 100,138, 570,  3,  4, 150, 150, 150, 200, 150, 180, 255, 255, 255, 1,   1,   0, 0, 0, 0, 0, 0]	//96. 돈왕 검기.
// 강마진법(일반)
[2080, 2086, 100, 81,  89,  3,  4, 150, 150, 150, 200, 200, 200, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//99. 강마진법.
[1970, 1980, 100,137,  73,  3,  4,  14, 226, 170,  11, 140, 106, 255, 255, 255, 2,   2,   0, 0, 0, 0, 0, 0]	//100. 풍진참
[1970, 1980, 100,137,  74,  3,  4,  14, 226, 170,  11, 140, 106, 255, 255, 255, 2,   2,   0, 0, 0, 0, 0, 0]	//101. 격풍
// 앙코르와트지역.
[ 520,  530, 100,140, 583,  3,  4,  14, 226, 170,  11, 140, 106, 255, 255, 255, 2,   2,   0, 0, 0, 0, 0, 0]	//102. 석화돌사자죽기.
[ 540,  550, 100,140, 582,  3,  4, 150, 150, 150, 200, 200, 200, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//103. 화염돌사자죽기.
// 650,  652, 100,140, 585,  3,  4,  14, 226, 170,  11, 140, 106, 255, 255, 255, 2,   2,   0, 0, 0, 0, 0, 0]	//104. 무력신장맞기.
[ 740,  750, 100,140, 586,  3,  4,  14, 226, 170,  11, 140, 106, 255, 255, 255, 2,   2,   0, 0, 0, 0, 0, 0]	//105. 무력신장죽기.
[ 760,  769, 100,140, 587,  3,  4,  14, 226, 170,  11, 140, 106, 255, 255, 255, 2,   2,   0, 0, 0, 0, 0, 0]	//106. 진천마신검기공격1.
[ 250,  256, 100,140, 579,  3,  4, 150, 150, 150, 200, 200, 200, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//107. 광신도 독공격.
[ 990,  999, 100,140, 591,  3,  4,  14, 226, 170,  11, 140, 106, 255, 255, 255, 2,   2,   0, 0, 0, 0, 0, 0]	//108. 진천마신검기공격2.
[   0,   10, 150,137, 110,  3,  4, 100,  70,  70, 200, 100, 100, 255, 255, 255,0,  255,   0, 0, 0, 0, 0, 0] //109. 빙렬파
[ 500,  504, 300,148, 598,  2,  3, 100, 100, 100, 100, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//110. 누마사령법사.
[ 580,  586, 150,148, 599,  2,  3, 100, 100, 100, 100, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//111. 누마사령법사.
[ 660,  666, 150,148, 600,  2,  3, 100, 100, 100, 100, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//112. 누마사령법사.
[ 740,  742, 300,148, 601,  2,  3, 100, 100, 100, 100, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//113. 누마사령법사.
[ 900,  906, 150,148, 603,  2,  3, 100, 100, 100, 100, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//114. 누마사령법사.
[1010, 1020, 100,148, 604,  3,  4,  14, 226, 170,  11, 140, 106, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//115. 누마사령법사 죽기.
[1550, 1560, 100,148, 607,  4,  4, 160, 100, 180, 160, 100, 180, 160, 100, 180, 2,   1,   0, 0, 0, 0, 0, 0]	//116. 절대검 이펙트.
[1600, 1608, 100,148, 608,  3,  4, 150, 100,  50, 200, 150, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//117. 타당가 일반 공격
[1700, 1710, 100,148, 609,  3,  4, 150, 100,  50, 200, 150, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//118. 타당가 마법 공격
[1900, 1904, 100,148, 611,  3,  4, 150, 100,  50, 200, 150, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//119. 타당가 마법 공격
[ 280,  288, 100,149, 122,  3,  4, 100, 100, 100, 170, 100, 100, 200, 200,  10, 2,   1,   0, 0, 0, 0, 0, 0]	//120. 선천기공.
[ 360,  370, 100,149, 123,  3,  4, 100, 100, 100, 170, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//121. 전이술.
[ 430,  437, 100,149, 121,  3,  4, 150, 150, 150, 200, 150, 180, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//122. 기환술.
[1430, 1442, 100, 81, 111,  3,  4, 100, 100, 100, 170, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//123. 뢰화난무.
// 220,  230, 100,149, 120,  3,  4, 190, 220, 190, 190, 240, 190, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0	//124. 정화술.
[1070, 1080, 100,157, 120,  3,  4, 190, 220, 190, 190, 240, 190, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//124. 정화술.
//  80,   90, 100,149, 112,  3,  4, 100, 150, 200, 150, 200, 250, 240, 180, 100, 2,   1,   0, 0, 0, 0, 0, 0	//125. 역혈마공.
[2060, 2070, 100,149, 112,  3,  4, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//163. 역혈마공.
// 520,  526, 100,149, 103,  3,  4, 100, 100, 100, 100, 100, 170,  50, 100, 255, 1,   1,   0, 0, 0, 0, 0, 0	//126. 회선참.
[ 220,  226, 100,157, 103,  3,  4, 100, 100, 100, 100, 100, 170, 255, 255, 255, 1,   1,   0, 0, 0, 0, 0, 0]	//126. 회선참.
[   0,   10,  50,149, 107,  3,  4, 100, 100, 100, 100, 100, 100, 255, 255, 255, 2    1,   0, 0, 0, 0, 0, 0]	//127. 전위보
[1560, 1569, 100, 81, 113,  3,  4, 100, 100, 100, 100, 140, 180, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//128. 만천화우
[ 580,  590, 100,149, 108,  1,  1, 100, 100, 100, 100, 100, 100, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//129. 격공섭물.
[ 680,  690, 100,149, 612,  3,  4, 100, 150, 200, 150, 200, 250, 108, 86, 62, 2,   1,   0, 0, 0, 0, 0, 0]	//130. 훈련소죽기.
[ 700,  710, 100,149, 613,  3,  4, 100, 150, 200, 150, 200, 250, 108, 86, 62, 2,   1,   0, 0, 0, 0, 0, 0]	//131. 수호자죽기.
[ 720,  730, 100,149, 614,  3,  4, 100, 150, 200, 150, 200, 250, 108, 86, 62, 2,   1,   0, 0, 0, 0, 0, 0]	//132. 신전죽기.
[ 910,  920, 100,149, 114,  3,  4, 100, 100, 100, 100, 140, 180, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//133. 회풍강막.
[ 980,  986, 100,149, 124,  3,  4, 100, 150, 200, 150, 200, 250, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//134. 멸살계.
[   0,    9, 100,158, 617,  3,  4,  14, 226, 170,  11, 140, 106, 255, 255, 255, 2,   2,   0, 0, 0, 0, 0, 0]	//135. 지천멸왕검기.
[ 190,  196, 100,158, 618,  3,  4,  14, 226, 170,  11, 140, 106, 255, 255, 255, 2,   2,   0, 0, 0, 0, 0, 0]	//136. 지천멸왕검기2.
[6260, 6266, 100,143, 620,  3,  4,  14, 226, 170,  11, 140, 106, 255, 255, 255, 2,   2,   0, 0, 0, 0, 0, 0]	//137. 지천멸왕검기.
[6220, 6229, 100,143, 627,  3,  4,  14, 226, 170,  11, 140, 106, 255, 255, 255, 2,   2,   0, 0, 0, 0, 0, 0]	//138. 빙백귀녀 시전.
[1260, 1266, 100,149, 127,  3,  4, 100, 100, 100, 100, 140, 180, 255, 255, 255, 2,   1,   0, 0, 0, 0, 0, 0]	//139. 허상분신.
